Time,Accuracy,Speed,BatteryPower,Acceleration,BatteryPower_SG,Speed_SG,Acceleration_SG
613.4,0.041,0.0,1093.91,0.0,1104.2392960373,0.0,0.0
613.5,0.044,0.0,1103.46,0.0,1104.74180652681,0.0,0.0
613.6,0.044,0.0,1115.913,0.0,1106.11772960373,0.0,0.0
613.7,0.043,0.0,1113.389,0.0,1109.22741025641,0.0,0.0
613.8,0.042,0.0,1106.769,0.0,1111.43506759907,0.0,0.0
613.9,0.044,0.0,1111.103,0.0,1112.05767599068,0.0,0.0
614.0,0.046,0.0,1111.686,0.0,1111.55386480187,0.0,0.0
614.1,0.046,0.0,1112.602,0.0,1110.39181118881,0.0,0.0
614.2,0.052,0.0,1105.49,0.0,1109.21670862471,0.0,0.0
614.3,0.053,0.0,1111.025,0.0,1108.32337296037,0.0,0.0
614.4,0.051,0.0,1112.51,0.0,1108.03807226107,0.0,0.0
614.5,0.049,0.0,1103.5,0.0,1108.24704428904,0.0,0.0
614.6,0.048,0.0,1101.681,0.0,1108.89203496504,0.0,0.0
614.7,0.046,0.0,1111.817,0.0,1109.99116083916,0.0,0.0
614.8,0.045,0.0,1116.23,0.0,1107.44103263403,0.0,0.0
614.9,0.046,0.0,1108.498,0.0,1106.38653379953,0.0,0.0
615.0,0.049,0.0,1107.404,0.0,1109.00648484848,0.0,0.0
615.1,0.052,0.0,1103.5,0.0,1109.89731701632,0.0,0.0
615.2,0.056,0.0,1097.422,0.0,1108.0146013986,0.0,0.0
615.3,0.054,0.0,1116.28,0.0,1106.36898601399,0.0,0.0
615.4,0.052,0.0,1120.745,0.0,1106.78468997669,0.0,0.0
615.5,0.05,0.0,1101.586,0.0,1106.27988811189,0.0,0.0
615.6,0.048,0.0,1096.323,0.0,1105.0515990676,0.0,0.0
615.7,0.047,0.0,1101.871,0.0,1104.26463403263,0.0,0.0
615.8,0.05,0.0,1107.406,0.0,1102.18477389277,0.0,0.0
615.9,0.053,0.0,1101.903,0.0,1103.52690909091,0.0,0.0
616.0,0.051,0.0,1103.548,0.0,1106.66046386946,0.0,0.0
616.1,0.05,0.0,1111.7,0.0,1107.41185547786,0.0,0.0
616.2,0.048,0.0,1108.458,0.0,1105.94006293706,0.0,0.0
616.3,0.047,0.0,1108.092,0.0,1104.14491841492,0.0,0.0
616.4,0.046,0.0,1101.764,0.0,1106.51243123543,0.0,0.0
616.5,0.044,0.0,1101.66,0.0,1108.30054312354,0.0,0.0
616.6,0.043,0.0,1103.539,0.0,1107.62801631702,0.0,0.0
616.7,0.048,0.0,1111.707,0.0,1107.84055011655,0.0,0.0
616.8,0.057,0.0,1124.728,0.0,1108.91827272727,0.0,0.0
616.9,0.059,0.0,1106.278,0.0,1110.11027039627,0.0,0.0
617.0,0.058,0.0,1097.018,0.0,1107.95192074592,0.0,0.0
617.1,0.056,0.0,1107.047,0.0,1105.45325874126,0.0,0.0
617.2,0.053,0.0,1110.518,0.0,1105.40272494173,0.0,0.0
617.3,0.052,0.0,1103.51,0.0,1106.11453613054,0.0,0.0
617.4,0.05,0.0,1098.435,0.0,1107.76267365967,0.0,0.0
617.5,0.048,0.0,1113.946,0.0,1107.62855944056,0.0,0.0
617.6,0.047,0.0,1119.966,0.0,1106.15744055944,0.0,0.0
617.7,0.046,0.0,1101.723,0.0,1105.93794871795,0.0,0.0
617.8,0.045,0.0,1094.97,0.0,1106.55417715618,0.0,0.0
617.9,0.043,0.0,1105.222,0.0,1106.30681818182,0.0,0.0
618.0,0.043,0.0,1109.293,0.0,1104.92572727273,0.0,0.0
618.1,0.041,0.0,1108.483,0.0,1105.26887878788,0.0,0.0
618.2,0.04,0.0,1107.014,0.0,1107.9638041958,0.0,0.0
618.3,0.039,0.0,1107.011,0.0,1108.4202051282,0.0,0.0
618.4,0.038,0.0,1107.042,0.0,1105.40982284382,0.0,0.0
618.5,0.038,0.0,1103.538,0.0,1102.21165967366,0.0,0.0
618.6,0.043,0.0,1103.489,0.0,1101.31031934732,0.0,0.0
618.7,0.073,0.0,1098.498,0.0,1102.11774825175,0.0,0.0
618.8,0.072,0.0,1094.412,0.0,1103.03938228438,0.0,0.0
618.9,0.069,0.0,1101.924,0.0,1101.84589277389,0.0,0.0
619.0,0.066,0.0,1112.574,0.0,1101.26761072261,0.0,0.0
619.1,0.063,0.0,1107.883,0.0,1101.21625407925,0.0,0.0
619.2,0.061,0.0,1097.306,0.0,1102.19852447552,0.0,0.0
619.3,0.059,0.0,1089.773,0.0,1102.80165967366,0.0,0.0
619.4,0.057,0.0,1103.548,0.0,1101.47721212121,0.0,0.0
619.5,0.055,0.0,1106.875,0.0,1101.37449417249,0.0,0.0
619.6,0.053,0.0,1107.495,0.0,1103.78181585082,0.0,0.0
619.7,0.051,0.0,1105.305,0.0,1106.69806293706,0.0,0.0
619.8,0.05,0.0,1103.533,0.0,1108.72202331002,0.0,0.0
619.9,0.048,0.0,1110.77,0.0,1108.58061538462,0.0,0.0
620.0,0.047,0.0,1110.065,0.0,1109.17038461538,0.0,0.0
620.1,0.046,0.0,1110.078,0.0,1110.41918181818,0.0,0.0
620.2,0.044,0.0,1112.143,0.0,1112.05162237762,0.0,0.0
620.3,0.043,0.0,1110.832,0.0,1111.77557808858,0.0,0.0
620.4,0.042,0.0,1110.467,0.0,1109.37136130536,0.0,0.0
620.5,0.041,0.0,1111.632,0.0,1107.88232167832,0.0,0.0
620.6,0.052,0.0,1107.826,0.0,1106.85513752914,0.0,0.0
620.7,0.064,0.0,1099.463,0.0,1105.90980652681,0.0,0.0
620.8,0.063,0.0,1101.713,0.0,1104.84296503497,0.0,0.0
620.9,0.061,0.0,1108.727,0.0,1104.09407925408,0.0,0.0
621.0,0.058,0.0,1108.813,0.0,1105.63671561772,0.0,0.0
621.1,0.056,0.0,1105.957,0.0,1108.5728951049,0.0,0.0
621.2,0.053,0.0,1105.145,0.0,1110.89475990676,0.0,0.0
621.3,0.051,0.0,1112.093,0.0,1111.47761771562,0.0,0.0
621.4,0.05,0.0,1119.054,0.0,1110.67185081585,0.0,0.0
621.5,0.048,0.0,1111.236,0.0,1109.53327738928,0.0,0.0
621.6,0.047,0.0,1105.271,0.0,1108.58428904429,0.0,0.0
621.7,0.046,0.0,1105.101,0.0,1107.05868298368,0.0,0.0
621.8,0.045,0.0,1101.497,0.0,1103.66260606061,0.0,0.0
621.9,0.043,0.0,1101.697,0.0,1101.19506526807,0.0,0.0
622.0,0.042,0.0,1105.105,0.0,1101.1330955711,0.0,0.0
622.1,0.041,0.0,1101.704,0.0,1101.01290675991,0.0,0.0
622.2,0.042,0.0,1096.907,0.0,1102.21597202797,0.0,0.0
622.3,0.042,0.0,1103.517,0.0,1104.23571328671,0.0,0.0
622.4,0.042,0.0,1105.698,0.0,1104.80847785548,0.0,0.0
622.5,0.051,0.0,1106.034,0.0,1105.20998834499,0.0,0.0
622.6,0.061,0.0,1113.137,0.0,1107.53526573427,0.0,0.0
622.7,0.059,0.0,1106.841,0.0,1110.39910722611,0.0,0.0
622.8,0.057,0.0,1102.062,0.0,1108.23003263403,0.0,0.0
622.9,0.055,0.0,1108.861,0.0,1104.84468065268,0.0,0.0
623.0,0.053,0.0,1112.909,0.0,1103.12584848485,0.0,0.0
623.1,0.051,0.0,1103.476,0.0,1101.53923310023,0.0,0.0
623.2,0.049,0.0,1084.586,0.0,1102.22834265734,0.0,0.0
623.3,0.048,0.0,1099.26,0.0,1102.20224475524,0.0,0.0
623.4,0.046,0.0,1111.723,0.0,1101.58802331002,0.0,0.0
623.5,0.045,0.0,1105.497,0.0,1103.00462237762,0.0,0.0
623.6,0.044,0.0,1106.767,0.0,1105.27774125874,0.0,0.0
623.7,0.043,0.0,1101.849,0.0,1106.76313053613,0.0,0.0
623.8,0.042,0.0,1105.177,0.0,1104.72377389277,0.0,0.0
623.9,0.041,0.0,1106.753,0.0,1103.72166433566,0.0,0.0
624.0,0.039,0.0,1100.19,0.0,1104.21155244755,0.0,0.0
624.1,0.04,0.0,1103.436,0.0,1104.16719347319,0.0,0.0
624.2,0.041,0.0,1105.974,0.0,1103.82387878788,0.0,0.0
624.3,0.042,0.0,1105.995,0.0,1102.54579020979,0.0,0.0
624.4,0.043,0.0,1101.72,0.0,1102.88445920746,0.0,0.0
624.5,0.043,0.0,1101.641,0.0,1104.26685547786,0.0,0.0
624.6,0.042,0.0,1100.187,0.0,1103.27827272727,0.0,0.0
624.7,0.04,0.0,1104.619,0.0,1103.28173892774,0.0,0.0
624.8,0.039,0.0,1110.294,0.0,1104.79429370629,0.0,0.0
624.9,0.038,0.0,1105.218,0.0,1105.94388344988,0.0,0.0
625.0,0.037,0.0,1099.86,0.0,1106.51963403263,0.0,0.0
625.1,0.038,0.0,1110.757,0.0,1106.76884615385,0.0,0.0
625.2,0.042,0.0,1110.059,0.0,1106.76045920746,0.0,0.0
625.3,0.045,0.0,1103.463,0.0,1107.63961305361,0.0,0.0
625.4,0.043,0.0,1107.311,0.0,1108.33555944056,0.0,0.0
625.5,0.044,0.0,1108.358,0.0,1107.60133566434,0.0,0.0
625.6,0.044,0.0,1110.289,0.0,1106.06517016317,0.0,0.0
625.7,0.042,0.0,1108.35,0.0,1107.92579254079,0.0,0.0
625.8,0.042,0.0,1100.192,0.0,1107.70466200466,0.0,0.0
625.9,0.043,0.0,1103.473,0.0,1103.83101165501,0.0,0.0
626.0,0.046,0.0,1110.015,0.0,1101.54181585082,0.0,0.0
626.1,0.048,0.0,1109.265,0.0,1101.07942424242,0.0,0.0
626.2,0.047,0.0,1087.625,0.0,1101.48372027972,0.0,0.0
626.3,0.047,0.0,1091.974,0.0,1102.34204195804,0.0,0.0
626.4,0.047,0.0,1110.734,0.0,1102.36639393939,0.0,0.0
626.5,0.047,0.0,1110.051,0.0,1102.31948484848,0.0,0.0
626.6,0.045,0.0,1103.474,0.0,1103.13184615385,0.0,0.0
626.7,0.044,0.0,1103.481,0.0,1105.50675757576,0.0,0.0
626.8,0.043,0.0,1103.475,0.0,1105.93306060606,0.0,0.0
626.9,0.042,0.0,1101.48,0.0,1105.53349184149,0.0,0.0
627.0,0.044,0.0,1103.442,0.0,1105.88565967366,0.0,0.0
627.1,0.045,0.0,1110.577,0.0,1105.50477389277,0.0,0.0
627.2,0.044,0.0,1111.638,0.0,1103.10381118881,0.0,0.0
627.3,0.043,0.0,1101.551,0.0,1100.26352913753,0.0,0.0
627.4,0.042,0.0,1091.439,0.0,1098.16657575758,0.0,0.0
627.5,0.041,0.0,1090.299,0.0,1095.20005128205,0.0,0.0
627.6,0.039,0.0,1090.301,0.0,1091.73428438228,0.0,0.0
627.7,0.04,0.0,1095.187,0.0,1091.97808624709,0.0,0.0
627.8,0.042,0.0,1097.597,0.0,1093.38261538462,0.0,0.0
627.9,0.049,0.0,1091.208,0.0,1094.78464568765,0.0,0.0
628.0,0.057,0.0,1092.649,0.0,1095.26833799534,0.0,0.0
628.1,0.057,0.0,1101.286,0.0,1093.94168065268,0.0,0.0
628.2,0.057,0.0,1089.636,0.0,1092.26167365967,0.0,0.0
628.3,0.057,0.0,1091.925,0.0,1091.42765034965,0.0,0.0
628.4,0.054,0.0,1090.49,0.0,1090.9818951049,0.0,0.0
628.5,0.052,0.0,1085.375,0.0,1089.65926573427,0.0,0.0
628.6,0.05,0.0,1091.99,0.0,1088.23037062937,0.0,0.0
628.7,0.049,0.0,1092.024,0.0,1090.63759207459,0.0,0.0
628.8,0.047,0.0,1089.688,0.0,1093.18842424242,0.0,0.0
628.9,0.048,0.0,1091.971,0.0,1094.60967832168,0.0,0.0
629.0,0.049,0.0,1095.821,0.0,1095.99835897436,0.0,0.0
629.1,0.048,0.0,1105.12,0.0,1097.37092773893,0.0,0.0
629.2,0.047,0.0,1098.573,0.0,1097.22407692308,0.0,0.0
629.3,0.045,0.0,1088.694,0.0,1094.98028904429,0.0,0.0
629.4,0.044,0.0,1096.592,0.0,1092.78153613054,0.0,0.0
629.5,0.05,0.0,1096.271,0.0,1091.42444522145,0.0,0.0
629.6,0.057,0.0,1082.163,0.0,1092.86376223776,0.0,0.0
629.7,0.06,0.0,1087.144,0.0,1094.99673892774,0.0,0.0
629.8,0.059,0.0,1101.434,0.0,1094.7936013986,0.0,0.0
629.9,0.068,0.0,1103.478,0.0,1093.47394871795,0.0,0.0
630.0,0.082,0.0,1103.428,0.0,1095.32454545455,0.0,0.0
630.1,0.079,0.0,1084.274,0.0,1097.50954778555,0.0,0.0
630.2,0.076,0.0,1083.778,0.0,1095.11858275058,0.0,0.0
630.3,0.073,0.0,1098.709,0.0,1092.26129370629,0.0,0.0
630.4,0.07,0.0,1103.455,0.0,1091.27181118881,0.0,0.0
630.5,0.067,0.0,1090.111,0.0,1091.47674592075,0.0,0.0
630.6,0.064,0.0,1083.265,0.0,1092.40551981352,0.0,0.0
630.7,0.062,0.0,1092.747,0.0,1091.25747319347,0.0,0.0
630.8,0.06,0.0,1091.501,0.0,1090.24498601399,0.0,0.0
630.9,0.058,0.0,1090.467,0.0,1090.21222843823,0.0,0.0
631.0,0.056,0.0,1089.801,0.0,1091.26518181818,0.0,0.0
631.1,0.054,0.0,1095.354,0.0,1093.39137762238,0.0,0.0
631.2,0.053,0.0,1096.641,0.0,1093.82822843823,0.0,0.0
631.3,0.051,0.0,1087.995,0.0,1093.90083216783,0.0,0.0
631.4,0.05,0.0,1093.147,0.0,1093.79003030303,0.0,0.0
631.5,0.048,0.0,1103.518,0.0,1095.06051981352,0.0,0.0
631.6,0.06,0.0,1091.388,0.0,1095.828,0.0,0.0
631.7,0.079,0.0,1089.331,0.0,1095.40821678322,0.0,0.0
631.8,0.077,0.0,1097.47,0.0,1094.33525641026,0.0,0.0
631.9,0.074,0.0,1101.945,0.0,1092.70201398601,0.0,0.0
632.0,0.071,0.0,1090.342,0.0,1091.59456876457,0.0,0.0
632.1,0.067,0.0,1082.852,0.0,1092.30691841492,0.0,0.0
632.2,0.065,0.0,1088.706,0.0,1091.65060606061,0.0,0.0
632.3,0.062,0.0,1096.686,0.0,1089.78938927739,0.0,0.0
632.4,0.06,0.0,1092.596,0.0,1089.23894172494,0.0,0.0
632.5,0.058,0.0,1089.706,0.0,1090.74473892774,0.0,0.0
632.6,0.057,0.0,1089.0,0.0,1091.67043589744,0.0,0.0
632.7,0.055,0.0,1088.211,0.0,1090.87733566434,0.0,0.0
632.8,0.053,0.0,1092.078,0.0,1090.02265501166,0.0,0.0
632.9,0.051,0.0,1093.742,0.0,1091.44287179487,0.0,0.0
633.0,0.05,0.0,1093.273,0.0,1094.17303962704,0.0,0.0
633.1,0.049,0.0,1092.108,0.0,1096.790995338,0.0,0.0
633.2,0.049,0.0,1094.912,0.0,1095.96608857809,0.0,0.0
633.3,0.049,0.0,1101.189,0.0,1093.92371095571,0.0,0.0
633.4,0.057,0.0,1100.063,0.0,1092.9147948718,0.0,0.0
633.5,0.06,0.0,1089.459,0.0,1092.3562004662,0.0,0.0
633.6,0.058,0.0,1077.258,0.0,1091.35353613054,0.0,0.0
633.7,0.065,0.0,1090.67,0.0,1089.21658508159,0.0,0.0
633.8,0.073,0.0,1096.301,0.0,1088.9701958042,0.0,0.0
633.9,0.07,0.0,1092.028,0.0,1090.40417249417,0.0,0.0
634.0,0.067,0.0,1088.529,0.0,1091.23583916084,0.0,0.0
634.1,0.064,0.0,1088.941,0.0,1091.07076223776,0.0,0.0
634.2,0.062,0.0,1096.935,0.0,1089.74745454545,0.0,0.0
634.3,0.059,0.0,1088.008,0.0,1090.8435990676,0.0,0.0
634.4,0.058,0.0,1082.928,0.0,1091.6726969697,0.0,0.0
634.5,0.056,0.0,1093.238,0.0,1091.5620955711,0.0,0.0
634.6,0.054,0.0,1100.217,0.0,1091.5711958042,0.0,0.0
634.7,0.052,0.0,1096.557,0.0,1093.19932167832,0.0,0.0
634.8,0.051,0.0,1085.414,0.0,1096.02786247086,0.0,0.0
634.9,0.049,0.0,1091.543,0.0,1094.9718974359,0.0,0.0
635.0,0.048,0.0,1099.941,0.0,1092.59552913753,0.0,0.0
635.1,0.047,0.0,1101.775,0.0,1092.60253146853,0.0,0.0
635.2,0.045,0.0,1089.405,0.0,1095.23117249417,0.0,0.0
635.3,0.044,0.0,1082.791,0.0,1098.30145920746,0.0,0.0
635.4,0.043,0.0,1100.037,0.0,1096.89616317016,0.0,0.0
635.5,0.042,0.0,1105.82,0.0,1094.23580652681,0.0,0.0
635.6,0.06,0.0,1101.084,0.0,1092.94217948718,0.0,0.0
635.7,0.073,0.0,1091.425,0.0,1093.66776923077,0.0,0.0
635.8,0.071,0.0,1079.199,0.0,1093.33378554779,0.0,0.0
635.9,0.068,0.0,1087.206,0.0,1090.93501864802,0.0,0.0
636.0,0.065,0.0,1095.206,0.0,1089.96936829837,0.0,0.0
636.1,0.062,0.0,1098.267,0.0,1091.29068764569,0.0,0.0
636.2,0.059,0.0,1094.932,0.0,1093.93491841492,0.0,0.0
636.3,0.058,0.0,1091.989,0.0,1095.86542191142,0.0,0.0
636.4,0.055,0.0,1091.462,0.0,1094.78880885781,0.0,0.0
636.5,0.054,0.0,1096.246,0.0,1094.2983962704,0.0,0.0
636.6,0.052,0.0,1096.589,0.0,1094.62911188811,0.0,0.0
636.7,0.051,0.0,1093.754,0.0,1094.88487645688,0.0,0.0
636.8,0.049,0.0,1093.214,0.0,1095.10223310023,0.0,0.0
636.9,0.048,0.0,1097.436,0.0,1093.72286247086,0.0,0.0
637.0,0.046,0.0,1092.688,0.0,1092.07195104895,0.0,0.0
637.1,0.045,0.0,1088.579,0.0,1090.70536130536,0.0,0.0
637.2,0.045,0.0,1090.449,0.0,1088.94124708625,0.0,0.0
637.3,0.047,0.0,1085.421,0.0,1087.97555944056,0.0,0.0
637.4,0.058,0.0,1089.819,0.0,1087.70584382284,0.0,0.0
637.5,0.066,0.0,1087.358,0.0,1089.69991841492,0.0,0.0
637.6,0.064,0.0,1088.273,0.0,1092.09621678322,0.0,0.0
637.7,0.062,0.0,1097.009,0.0,1093.70217249417,0.0,0.0
637.8,0.059,0.0,1097.214,0.0,1095.45960606061,0.0,0.0
637.9,0.057,0.0,1099.462,0.0,1096.45187179487,0.0,0.0
638.0,0.055,0.0,1095.938,0.0,1097.23936596737,0.0,0.0
638.1,0.053,0.0,1093.406,0.0,1096.27875524476,0.0,0.0
638.2,0.052,0.0,1095.379,0.0,1094.59838927739,0.0,0.0
638.3,0.05,0.0,1096.09,0.0,1094.01763403263,0.0,0.0
638.4,0.049,0.0,1092.664,0.0,1093.8395011655,0.0,0.0
638.5,0.051,0.0,1091.459,0.0,1094.34402564103,0.0,0.0
638.6,0.052,0.0,1095.73,0.0,1095.31582284382,0.0,0.0
638.7,0.051,0.0,1096.72,0.0,1095.80646620047,0.0,0.0
638.8,0.049,0.0,1096.363,0.0,1095.03027039627,0.0,0.0
638.9,0.048,0.0,1095.728,0.0,1094.43403962704,0.0,0.0
639.0,0.047,0.0,1096.676,0.0,1094.88946386946,0.0,0.0
639.1,0.047,0.0,1091.257,0.0,1094.10566666667,0.0,0.0
639.2,0.046,0.0,1087.285,0.0,1092.09713752914,0.0,0.0
639.3,0.045,0.0,1095.827,0.0,1093.02440559441,0.0,0.0
639.4,0.044,0.0,1099.878,0.0,1094.593004662,0.0,-0.0008391608391606
639.5,0.043,0.0,1089.307,0.0,1089.36916783217,-0.0001678321678321,-0.0098601398601376
639.6,0.042,0.0,1091.198,0.0,1062.16610489511,-0.0019720279720279,-0.022051282051277
639.7,0.042,0.0,1107.879,0.0,1068.49652214452,-0.0045780885780885,0.008986013986017
639.8,0.042,0.0,1095.322,0.0,1137.32254778555,-0.0001748251748251,0.0612470862471071
639.9,0.041,0.0,1089.419,0.0,1205.88552680653,0.0076713286713286,0.0765151515151341
640.0,0.039,0.002,1163.764,0.02,1273.54635431235,0.0151282051282051,0.0869463869463672
640.1,0.039,0.024,1516.8,0.22,1343.57352913753,0.0250606060606061,0.112179487179462
640.2,0.042,0.063,1616.323,0.39,1415.6205034965,0.0375641025641026,0.119860139860181
640.3,0.043,0.051,1372.29,-0.12,1484.81322610723,0.049032634032634,0.100629370629405
640.4,0.042,0.049,1449.699,-0.02,1522.87842890443,0.0576899766899767,0.087890442890423
640.5,0.041,0.076,1556.388,0.27,1517.36091841492,0.0666107226107226,0.10393939393937
640.6,0.04,0.089,1629.544,0.13,1475.59123543124,0.0784778554778555,0.204906759906713
640.7,0.039,0.096,1683.881,0.07,1597.41702564103,0.107592074592075,0.384242424242555
640.8,0.038,0.13,1754.956,0.34,1880.12257575758,0.15532634032634,0.535268065268248
640.9,0.037,0.201,2043.375,0.71,2284.89248018648,0.214645687645688,0.651631701631554
641.0,0.04,0.288,2655.146,0.87,2868.34104662005,0.285652680652681,0.706620046619886
641.1,0.05,0.401,3873.118,1.13,3567.83506526807,0.355969696969697,0.780233100232923
641.2,0.056,0.459,4635.816,0.58,4528.22082051282,0.441699300699301,0.886550116550419
641.3,0.061,0.545,5628.252,0.86,5646.40223310023,0.53327972027972,1.06911421911458
641.4,0.059,0.643,6768.651,0.98,6954.47645221445,0.655522144522145,1.35766899766869
641.5,0.058,0.732,7917.389,0.89,8306.52983216783,0.80481351981352,1.69347319347281
641.6,0.055,0.985,9963.219,2.53,9680.94421911422,0.994216783216783,2.03632867132821
641.7,0.053,1.186,11151.54,2.01,11104.0757086247,1.21207925407925,2.31186480186559
641.8,0.051,1.508,12803.11,3.22,12501.5431072261,1.45658974358974,2.44297202797286
641.9,0.05,1.713,13632.071,2.05,13790.9379393939,1.70067365967366,2.46498834498779
642.0,0.048,1.98,14825.09,2.67,14925.1951025641,1.94958741258741,2.38504662004608
642.1,0.048,2.154,15805.919,1.74,15814.8920606061,2.17768298368298,2.24264568764518
642.2,0.048,2.413,16785.159,2.59,16607.2968997669,2.39811655011655,2.14324009324082
642.3,0.054,2.564,17270.117,1.51,17202.8415454546,2.606331002331,2.08423076923148
642.4,0.066,2.843,17714.449,2.79,17689.1537435897,2.8149627039627,2.02538461538416
642.5,0.064,3.009,17931.443,1.66,18012.414018648,3.01140792540793,1.96910256410211
642.6,0.062,3.204,18208.154,1.95,18222.0201421911,3.20878321678322,1.85389277389235
642.7,0.059,3.404,18316.793,2.0,18359.4902261072,3.38218648018648,1.7124825174831
642.8,0.058,3.547,18415.472,1.43,18485.5738298368,3.55127972027972,1.63057109557165
642.9,0.056,3.715,18589.402,1.68,18535.0613170163,3.7083006993007,1.58796037296001
643.0,0.055,3.873,18506.963,1.58,18500.1247342657,3.8688717948718,1.6048018648015
643.1,0.054,3.986,18542.508,1.13,18378.472993007,4.02926107226107,1.59205128205092
643.2,0.052,4.184,18391.283,1.98,18279.8984358974,4.18728205128205,1.58272727272781
643.3,0.05,4.367,18061.403,1.83,18232.5449370629,4.34580652680653,1.56758741258795
643.4,0.048,4.502,17896.735,1.35,18206.404,4.50079953379953,1.51930069930035
643.5,0.046,4.673,18037.928,1.71,18223.0995664336,4.64966666666667,1.48461538461504
643.6,0.05,4.782,18436.46,1.09,18212.3990536131,4.79772261072261,1.39097902097871
643.7,0.056,4.918,18477.689,1.36,18200.3138881119,4.92786247086247,1.30030303030348
643.8,0.055,5.062,18169.559,1.44,18128.5253986014,5.05778321678322,1.27744755244798
643.9,0.054,5.175,17929.974,1.13,17956.0737668998,5.18335198135198,1.23727272727245
644.0,0.052,5.321,17542.509,1.46,17655.3469254079,5.30523776223776,1.20700466200439
644.1,0.05,5.412,17308.508,0.91,17287.1104289044,5.42475291375291,1.15129370629344
644.2,0.049,5.546,16912.229,1.34,16943.3141025641,5.5354965034965,1.06700466200503
644.3,0.047,5.628,16640.535,0.82,16614.7708531469,5.63815384615385,0.996596736597078
644.4,0.046,5.748,16245.538,1.2,16282.5995268065,5.73481585081585,0.916072261072052
644.5,0.045,5.818,15994.16,0.7,15971.6166969697,5.8213682983683,0.849347319347122
644.6,0.044,5.911,15684.675,0.93,15661.6280885781,5.90468531468531,0.807062937062753
644.7,0.043,5.983,15326.519,0.72,15363.7719417249,5.98278088578089,0.787703962704229
644.8,0.045,6.058,15100.218,0.75,15044.5618438228,6.06222610722611,0.796305361305639
644.9,0.047,6.134,14871.253,0.76,14766.0798834499,6.14204195804196,0.825034965034778
645.0,0.046,6.219,14615.458,0.85,14570.669030303,6.2272331002331,0.850279720279519
645.1,0.044,6.318,14390.372,0.99,14539.4103123543,6.3120979020979,0.866130536130337
645.2,0.042,6.399,14360.23,0.81,14668.6363216783,6.40045920745921,0.877156177156483
645.3,0.041,6.499,14734.346,1.0,14903.8906037296,6.48752913752914,0.871002331002634
645.4,0.04,6.572,15254.681,0.73,15188.2127785548,6.57465967365967,0.862354312354116
645.5,0.039,6.656,15723.574,0.84,15451.8523799534,6.66,0.847808857808661
645.6,0.038,6.741,15847.175,0.85,15617.6268041958,6.74422144522145,0.819452214452032
645.7,0.038,6.819,15713.212,0.78,15648.562044289,6.82389044289044,0.787121212121489
645.8,0.038,6.91,15419.742,0.91,15493.3570722611,6.90164568764569,0.773041958042217
645.9,0.04,6.984,15116.915,0.74,15205.6176853147,6.97849883449884,0.743624708624533
646.0,0.039,7.053,14825.519,0.69,14867.8904498835,7.05037062937063,0.705198135197977
646.1,0.039,7.103,14603.77,0.5,14529.604969697,7.11953846153846,0.664510489510346
646.2,0.042,7.19,14173.919,0.87,14219.5508834499,7.18327272727273,0.599662004662207
646.3,0.042,7.242,13907.708,0.52,13949.5180629371,7.23947086247086,0.552179487179673
646.4,0.041,7.299,13697.508,0.57,13691.1809370629,7.29370862470863,0.524417249417125
646.5,0.06,7.354,13411.675,0.55,13447.1327785548,7.34435431235431,0.502983682983561
646.6,0.073,7.388,13276.985,0.34,13228.4551794872,7.39430536130536,0.496655011654903
646.7,0.071,7.434,13116.593,0.46,13060.784044289,7.44368531468532,0.519067599067786
646.8,0.068,7.495,12866.927,0.61,12909.7245710956,7.49811888111888,0.559463869464061
646.9,0.065,7.547,12756.144,0.52,12805.3732470862,7.55557808857809,0.578041958041832
647.0,0.062,7.617,12713.085,0.7,12758.9152657343,7.61372727272728,0.59516317016304
647.1,0.06,7.684,12706.159,0.67,12725.2352750583,7.67461072261072,0.582331002330859
647.2,0.058,7.734,12702.732,0.5,12721.3936550117,7.73019347319347,0.543694638694817
647.3,0.056,7.788,12767.188,0.54,12703.0659184149,7.78334965034965,0.521188811188993
647.4,0.055,7.827,12719.156,0.39,12619.242955711,7.83443123543124,0.493613053612937
647.5,0.053,7.883,12529.477,0.56,12466.3754848485,7.88207226107226,0.471853146853038
647.6,0.052,7.92,12399.766,0.37,12283.6292657343,7.92880186480187,0.468111888111791
647.7,0.05,7.983,12095.035,0.63,12134.9236806527,7.97569463869464,0.464358974359128
647.8,0.049,8.025,11910.517,0.42,12073.9292727273,8.02167365967366,0.472832167832321
647.9,0.048,8.071,11916.268,0.46,12131.1638228438,8.07026107226107,0.480442890442789
648.0,0.046,8.114,12206.804,0.43,12286.5676736597,8.11776223776224,0.479615384615275
648.1,0.045,8.16,12629.023,0.46,12509.4136759907,8.16618414918415,0.476736596736476
648.2,0.044,8.212,12983.495,0.52,12800.7451468531,8.21310955710956,0.467925407925573
648.3,0.042,8.269,13161.173,0.57,13096.3583589744,8.25976923076923,0.456037296037457
648.4,0.042,8.309,13285.646,0.4,13363.27802331,8.30431701631702,0.463682983682877
648.5,0.047,8.354,13509.444,0.45,13587.869018648,8.35250582750583,0.480722610722501
648.6,0.053,8.4,13790.362,0.46,13783.064025641,8.40046153846154,0.501888111888002
648.7,0.052,8.439,13999.58,0.39,13982.3488554779,8.45288344988345,0.542470862471063
648.8,0.05,8.501,14208.557,0.62,14181.8553613054,8.50895571095571,0.581899766899972
648.9,0.048,8.579,14380.981,0.78,14360.634981352,8.56926340326341,0.60842657342643
